msg_id,guild,channel,author,is_bot,msg_type,created_at_vn,reply_to,mentions_bot,n_attachments,n_chars,content,_intent_tags,_is_question
M67625,K4-L3-4,channel_11,D0433,False,message,2026-09-12 14:20,,False,0,77,cho em hỏi là được làm nhóm 5 người không ạ hay bắt buộc là nhóm 4 người thôi,logistics,True
M27566,K4-L3-4,channel_11,D8143,False,message,2026-09-12 14:24,,False,0,126,cho em hỏi khóa mình có cấp giấy chứng nhận sinh viên cho học viên không ạ ? Tại phường em đang yêu cầu để miễn khám quân sự ạ,uncertain,True
M70525,K4-L3-4,channel_11,D9617,False,reply,2026-09-12 14:52,M67625,False,0,23,tối đa 4 người nhé [HV],uncertain,False
M37211,K4-L3-4,channel_11,D2204,False,message,2026-09-12 15:11,,False,1,121,"các bạn labcoach cho mình hỏi, mình quét mã điểm danh đầy đủ nhưng tsao trên app ko có lịch sử điểm danh nhỉ? mình cảm ơn",logistics;academic;mixed,True
M57346,K4-L3-4,channel_11,D7688,False,reply,2026-09-12 15:17,M37211,False,0,28,điểm danh gửi mail về it nhé,logistics,False
M28943,K4-L3-4,channel_11,D2961,False,reply,2026-09-12 15:21,M57346,False,0,61,là mình mail về IT để kiểm tra các lượt điểm danh của mình ạ?,logistics_personal;logistics,True
M41722,K4-L3-4,channel_11,D2204,False,reply,2026-09-12 15:21,M57346,False,0,33,cụ thể là gửi mail về đâu bạn nhỉ,uncertain,False
M26655,K4-L3-4,channel_11,D7688,False,reply,2026-09-12 15:22,M41722,False,0,199,"cái này thì b phải report đầy đủ, bạn điểm danh hôm nào, có tick chưa, mail bạn là gì, ... rồi gửi bên dev ngta check, chứ giờ bạn gửi mỗi cái hình khó biết lắm á. mail it ở đây nè [link:discord.com]",logistics,False
M58214,K4-L3-4,channel_11,D1407,False,message,2026-09-12 15:24,,False,0,67,các bạn labcoach cho mình hỏi là xem lịch sử điểm danh trên đâu nhỉ,logistics;academic;mixed,True
M51989,K4-L3-4,channel_11,D8434,False,reply,2026-09-12 15:31,M37211,False,0,196,cho  mình hỏi là mấy hôm nay bọn mình đều cho các học viên điểm danh bằng cách quét mã QR điền form thì không biết mấy hôm đó bạn học ở lớp nào để bọn mình có thể nắm được rõ và xem hỗ trợ các bạn,logistics,True
M97078,K4-L3-4,channel_11,D2204,False,reply,2026-09-12 15:32,M51989,False,0,37,mình học 3B Lec C401 và 3B Lab E403 ạ,academic,False
M22344,K4-L3-4,channel_11,D8434,False,message,2026-09-12 15:34,,False,0,190,2  hôm nay mình đứng ở lớp C401 thì mình đều cho các bạn quét QR điền form mà thì mình đang hiểu là thay vì bạn quét mã điểm danh bằng QR form thì bạn quét mã QR bằng app Vinuni đúng không ạ,logistics,False
M54811,K4-L3-4,channel_11,D8434,False,message,2026-09-12 15:38,,False,0,8,[@D2204],uncertain,False
M14918,K4-L3-4,channel_11,D5508,False,reply,2026-09-12 15:40,M58214,False,0,372,"không có lịch sử điểm danh trên app MyVinUni đâu bạn, điểm danh bằng link của microsoft thì ghi nhận vào hệ thống microsoft thôi. Bạn có quét được bằng QR trong app MyVinUni đâu mà có lịch sử được. Nếu bạn muốn kiểm tra lịch sử điểm danh thì theo cơ chế của form không ghi nhận được, bạn chủ động chụp lại màn hình nhé, nếu hệ thống điểm danh thiếu còn có cái mà khiếu nại",logistics,False
M64705,K4-L3-4,channel_11,D2204,False,reply,2026-09-12 15:40,M14918,False,0,11,thank b nhe,uncertain,False
M87936,K4-L3-4,channel_11,D2204,False,reply,2026-09-12 15:40,M22344,False,0,214,"mình quét QR điền form như mn ạ, nhưng mà nay mình lên app check thử xem log điểm danh như nào thì thấy không có dữ liệu, cho mình hỏi nếu không phải check điểm danh trên app my vinuni thì check ở đâu ạ? cảm ơn bạn",logistics,True
M47007,K4-L3-4,channel_11,D8434,False,reply,2026-09-12 15:43,M64705,False,0,199,nếu  bạn có đầy đủ bằng chứng nhưng hôm bạn tham gia đầy đủ trên lớp thì mình có thể mail về cho bên IT đến bên đó có thể hỗ trợ điểm danh cho bạn nhé ( như bạn Lab Coach [HV] đã giải đáp ở trên nhé),logistics;academic;mixed,False
M35641,K4-L3-4,channel_10,D5508,False,message,2026-09-12 15:56,,True,0,87,[@BOT] tớ muốn dùng tính năng branch protection trên repo git của team thì làm thế nào?,logistics,True
M08310,K4-L3-4,channel_10,D6243,False,message,2026-09-12 16:03,,True,0,17,[@BOT] TẠO TICKET,logistics,False
M73901,K4-L3-4,channel_10,D6888,False,message,2026-09-12 16:13,,True,0,57,[@BOT] mình muốn kiểm tra lịch sử điểm danh thì xem ở đâu,logistics,False
M80709,K4-L3-4,channel_10,D6243,False,message,2026-09-12 16:31,,True,0,33,[@BOT] có nhwuxng ticket type nào,logistics,False
M02671,K4-L3-4,channel_10,D5653,False,reply,2026-09-12 16:32,M81774,True,0,1,3,uncertain,False
M61735,K4-L3-4,channel_10,D5653,False,message,2026-09-12 16:32,,True,0,57,[@BOT] tôi không đăng nhập được vào phoenix agent thì sao,uncertain,False
M48190,K4-L3-4,channel_10,D6243,False,message,2026-09-12 16:33,,True,0,34,[@BOT] danh sách giảng viên hỗ trợ,uncertain,False
M23893,K4-L3-4,channel_10,D6243,False,message,2026-09-12 16:34,,True,0,57,[@BOT] danh sách giảng viên hỗ trợ trong lớp c401 và e403,logistics,False
M40776,K4-L3-4,channel_10,D6243,False,message,2026-09-12 16:34,,False,0,59,[@D6243] danh sách giảng viên hỗ trợ trong lớp c401 và e403,logistics,False
M10902,K4-L3-4,channel_10,D4169,False,message,2026-09-12 17:44,,True,0,40,[@BOT] check điểm bonus của mình thế nào,logistics_personal,False
M55443,K4-L3-4,channel_10,D6722,False,message,2026-09-12 18:09,,True,0,30,[@BOT] check điểm danh như nào,logistics,False
M49945,K4-L3-4,channel_10,D5508,False,message,2026-09-12 18:45,,True,0,40,[@BOT] khi nào thì bắt đầu tính điểm xp?,logistics,True
M31100,K4-L3-4,channel_10,D5508,False,reply,2026-09-12 18:46,M36672,True,0,13,[@BOT] tất cả,uncertain,False
M00499,K4-L3-4,channel_10,D5508,False,reply,2026-09-12 18:49,M51292,True,0,188,[@BOT] 1. hôm qua có workshop mà chưa thấy hệ thống cộng điểm XP. 2. activity có commit mà chưa thấy hệ thống cộng điểm XP. 3. Tớ thảo luận thường xuyên mà chưa thấy hệ thống cộng điểm XP.,logistics,False
M72229,K4-L3-4,channel_10,D6179,False,message,2026-09-12 18:52,,True,0,32,[@BOT] tối nay có workshop không,uncertain,False
M45980,K4-L3-4,channel_10,D5508,False,reply,2026-09-12 18:53,M39039,True,0,13,[@BOT] tất cả,uncertain,False
M44562,K4-L3-4,channel_10,D1719,False,message,2026-09-12 18:54,,True,0,53,[@BOT] cách để xem xem mình có bị miss buổi nào không,uncertain,False
M44772,K4-L3-4,channel_10,D1719,False,message,2026-09-12 18:54,,True,0,32,[@BOT] ý tôi là miss điểm danh ý,logistics,False
M24294,K4-L3-4,channel_10,D1719,False,message,2026-09-12 18:55,,True,0,26,[@BOT] xem ở trên trường ý,uncertain,False
M74482,K4-L3-4,channel_11,D1719,False,message,2026-09-12 19:02,,False,0,139,"[@D8434] chiều nay em có điểm danh ở lớp 3a-lec-d401, nhưng mà em điền nhầm thành buổi sáng thay vì buổi chiều, em cần phải xử lý như nào ạ",logistics,False
M20199,K4-L3-4,channel_11,D1719,False,message,2026-09-12 19:04,,False,0,152,với cả em muốn góp ý 1 chút là trên hệ thống hãy cho sinh viên biết được là hôm đó họ đi (hiện tích xanh) hay nghỉ(hiện tích đỏ) để dễ quan sát được k ạ,uncertain,False
M55295,K4-L3-4,channel_11,D8434,False,reply,2026-09-12 19:06,M74482,False,0,138,cái này nếu mà em điểm danh nhầm thì em có thể gửi lại form theo đúng buổi hôm nay và báo lại cho các lại về cho bên IT để họ xác nhận lại,logistics,False
M06292,K4-L3-4,channel_11,D8434,False,reply,2026-09-12 19:10,M20199,False,0,242,hiện tại thời gian đầu thì BTC đang cho các bạn điểm danh bằng QR form để BTC đồng bộ tài khoản Vinuni của các bạn với hệ thống app của trường nên các bạn sẽ được điểm danh bằng app sớm thôi nhé và lúc đó các bạn sẽ check dc lịch sử điểm danh,logistics,False
M44966,K4-L3-4,channel_11,D5508,False,reply,2026-09-12 19:44,M74482,False,0,366,"Link điểm danh hiện tại sau khi điền sẽ hiện button lưu câu trả lời đó bạn, bạn muốn tự check thì mỗi lần điền điểm danh bạn lưu lại nhé. Nếu chẳng may điền sai thì bạn có thể sửa câu trả lời. Nếu bạn ko chọn lưu thì ko sửa được, và bạn cũng sẽ ko check được bạn đã điểm danh những buổi nào. Trước khi chờ hệ thống hoàn thiện thì nên chủ động để ko mất quyền lợi nha",logistics,False
M06541,K4-L3-4,channel_11,D8554,False,message,2026-09-12 20:10,,False,0,17,Chao` moi nguoi 🙌,greeting,False
M04107,K4-L3-4,channel_11,D2018,False,reply,2026-09-12 20:11,M06541,False,0,12,chao` anh ^^,greeting,False
M79982,K4-L3-4,channel_11,D7108,False,message,2026-09-12 20:33,,False,0,95,"liên lạc với anh [HV] điều phối viên như nào nhỉ mng, em có email nhưng chưa nhận được phản hồi",uncertain,False
M17602,K4-L3-4,channel_11,D7936,False,reply,2026-09-12 20:41,M06541,False,0,17,Chào anh đẹp giai,greeting,False
M56777,K4-L3-4,channel_10,D7038,False,message,2026-09-12 20:54,,True,0,81,[@BOT] hạn thành lập team là ngày nào? team không đủ 4 người có bị giải tán không,logistics,True
M10726,K4-L3-4,channel_10,D7936,False,message,2026-09-12 21:04,,True,0,23,[@BOT] 1 tiếng độ chung,uncertain,False
M96789,K4-L3-4,channel_10,D7936,False,message,2026-09-12 21:04,,True,0,55,[@BOT] làm như thế nào để kịp tiến độ của chương trình?,uncertain,True
M30120,K4-L3-4,channel_10,D7936,False,message,2026-09-12 21:07,,True,0,53,[@BOT] daily standup là dành cho nhóm thôi đúng không,logistics,False
M73790,K4-L3-4,channel_11,D1719,False,reply,2026-09-12 21:10,M44966,False,0,46,"Hình như k sửa dc hay sao ý ạ, em thử k sửa dc",uncertain,False
M30077,K4-L3-4,channel_10,D8748,False,message,2026-09-12 21:57,,True,0,13,[@BOT] cả hai,uncertain,False
M88727,K4-L3-4,channel_10,D8748,False,message,2026-09-12 21:57,,True,0,79,"[@BOT] các hoạt động cày exp, daily standup v.v... trên discord khi nào bắt đầu",logistics,False
M89326,K4-L3-4,channel_10,D8748,False,message,2026-09-12 22:00,,True,0,114,[@BOT] /daily-standup có bắt buộc không? liệt kê tất cả các hoạt động bắt buộc hoặc nên làm trên discord hàng ngày,logistics,True
M23639,K4-L3-4,channel_11,D6014,False,message,2026-09-12 22:25,,False,0,80,"các anh chị Lab Coach ơi, em muốn xin slide nay thầy dạy ở 3a-lec-d301 được ko ạ",academic,False
M32171,K4-L3-4,channel_10,D7699,False,message,2026-09-12 22:28,,True,0,67,[@BOT] cho tôi file hướng dẫn setup từ git đến phoenix đến team với,logistics,False
M70960,K4-L3-4,channel_11,D7593,False,reply,2026-09-12 22:28,M79982,False,1,57,[HV] có thể ping trực tiếp anh [HV] trong discord này nhé,uncertain,False
M94888,K4-L3-4,channel_10,D7699,False,message,2026-09-12 22:28,,True,0,70,"[@BOT] tôi nhớ là có 1 file hay link j đó hướng dẫn đầy đủ, bạn có ko?",logistics,True
M97637,K4-L3-4,channel_10,D7699,False,message,2026-09-12 22:28,,False,0,63,"tôi nhớ là có 1 file hay link j đó hướng dẫn đầy đủ, bạn có ko?",logistics,True
M94913,K4-L3-4,channel_11,D7593,False,reply,2026-09-12 22:29,M23639,False,0,150,"theo quy định của chương trình thì hạn chế tải tài liệu và lưu truyền ra bên ngoài á, [HV] có thể dùng trực tiếp trên VLearn nhé (mình team VLearn 🤡 )",logistics,False
M65016,K4-L3-4,channel_11,D6014,False,reply,2026-09-12 22:32,M94913,False,0,54,tại em thấy nay slide thầy giảng khác Vlearn a ạ =)))),uncertain,False
M53294,K4-L3-4,channel_11,D6014,False,message,2026-09-12 22:33,,False,0,4,hihi,uncertain,False
M59261,K4-L3-4,channel_11,D7593,False,reply,2026-09-12 22:33,M65016,False,0,60,[HV] có nhớ Lab Coach hôm nay phòng học của [HV] là ai khum?,academic,True
M90075,K4-L3-4,channel_11,D6014,False,message,2026-09-12 22:33,,False,0,45,ý là vẫn giống nhưng có 1 vài slide thêm ấy a,uncertain,False
M56148,K4-L3-4,channel_10,D3828,False,message,2026-09-12 22:34,,True,0,103,[@BOT]  cho mình hỏi vớ mình học lớp 3b mà  kênh khóa học toàn lớp 3a thì mình xin vào lớp 3b kiểu gì ạ,logistics,False
M82865,K4-L3-4,channel_11,D6014,False,reply,2026-09-12 22:35,M59261,False,0,39,em nhớ có chị đeo kính hay cầm ipad =)),uncertain,False
M41890,K4-L3-4,channel_11,D7593,False,reply,2026-09-12 22:36,M82865,False,0,95,"okela, để mình nhờ bạn ấy liên hệ lại Giảng viên upload slide mới nhất lên VLearn nhé [:emoji:]",greeting,False
M15893,K4-L3-4,channel_11,D6014,False,reply,2026-09-12 22:45,M41890,False,0,13,e cảm ơn a  😀,greeting,False
M75511,K4-L3-4,channel_11,D4844,False,reply,2026-09-12 23:06,M41890,False,0,97,à anh ví dụ như có những chỗ mình chưa hiểu về phần kiến thức thì mình có thể hỏi ai được anh nhỉ,uncertain,False
M13567,K4-L3-4,channel_11,D4844,False,reply,2026-09-12 23:08,M25073,False,0,10,e cảm ơn ạ,greeting,False
M25073,K4-L3-4,channel_11,D7593,False,reply,2026-09-12 23:08,M75511,False,0,50,hỏi VLearn với AI Tutor 🤡  kèm anh [@user] bạn nhé,uncertain,False
M79067,K4-L3-4,channel_11,D7593,False,message,2026-09-12 23:09,,False,1,86,bôi đen và hỏi trực tiếp trên VLearn với các mức độ giải thích cho từng cá nhân em hén,academic,False
M81403,K4-L3-4,channel_10,D9964,False,message,2026-09-12 23:18,,True,0,79,"Tôi muốn hỏi về vấn đề thẻ học viên, tìm ai để hỏi rõ về vấn đề này nhất [@BOT]",uncertain,False
M18933,K4-L3-4,channel_11,D9076,False,reply,2026-09-12 23:28,M82865,False,1,55,Hiện slide mới của thầy đã được up trên vlearn rồi nhé.,uncertain,False
M02512,K4-L3-4,channel_10,D8102,False,message,2026-09-12 23:43,,True,0,57,[@BOT] t có thể tải slide từ Vlearn xuống máy được ko nhỉ,uncertain,False
M72484,K4-L3-4,channel_10,D5559,False,message,2026-09-12 23:53,,False,0,13,Hạn nộp Lab02,logistics;academic;mixed,False
M07416,K4-L3-4,channel_10,D5559,False,message,2026-09-12 23:54,,True,0,20,Hạn nộp Lab02 [@BOT],logistics;academic;mixed,False
M88027,K4-L3-4,channel_11,D3115,False,message,2026-09-13 00:08,,False,0,109,cho em hỏi Lab2 có được extend thời gian submit thêm không v ạ? Em lỡ nộp muộn 1 phút không submit bài được ạ,academic,True
M92861,K4-L3-4,channel_11,D6014,False,message,2026-09-13 00:09,,False,0,17,hic mình cũng thế,uncertain,False
M20574,K4-L3-4,channel_10,D6014,False,message,2026-09-13 00:15,,True,0,21,[@BOT] muộn sau 23h59,uncertain,False
M75012,K4-L3-4,channel_10,D6014,False,message,2026-09-13 00:15,,True,0,38,[@BOT] nộp lab muộn trừ bao nhiêu điểm,academic,False
M17305,K4-L3-4,channel_10,D6014,False,message,2026-09-13 00:16,,False,0,1,1,uncertain,False
M87457,K4-L3-4,channel_10,D6014,False,message,2026-09-13 00:16,,True,0,8,[@BOT] 1,uncertain,False
M24366,K4-L3-4,channel_11,D7593,False,message,2026-09-13 00:21,,False,1,60,[HV] với [HV] chịu khó vào chỗ vlearn-support gửi ticket nhé,logistics,False
M59723,K4-L3-4,channel_11,D6014,False,reply,2026-09-13 00:25,M24366,False,0,6,dạ anh,uncertain,False
M36687,K4-L3-4,channel_11,D9809,False,message,2026-09-13 00:38,,False,0,57,Mình có group xin tập gym hay tham gia bơi ở trường k ạ ?,uncertain,True
M40677,K4-L3-4,channel_10,D7496,False,message,2026-09-13 01:27,,True,0,172,[@BOT] tôi nộp codelab trên vlearn đúng giờ deadline như thông báo (23:59) nhưng commit trên máy bị lỗi và sau thời gian đó mới lên thì có được tính là nộp đúng hạn không ?,logistics;academic;mixed,True
M21817,K4-L3-4,channel_12,D3694,False,message,2026-09-13 08:42,,False,0,1128,"🚀 THÔNG BÁO WORKSHOP 02 

Theo như thông báo trước đó, thì định kì tối thứ 5 và chủ nhật hàng tuần sẽ là các Buổi WS, vào tối 13/9 ( hôm nay ) chúng ta sẽ đi vào Buổi WS 2 với chủ đề : Problem → MVP Canvas

Diễn giả : Diễn giả: ThS [HV] : Founder, CEO - Bot bán hàng, Gương Mặt Trẻ Việt Nam Tiêu Biểu 2020.

> 🕗 Thời gian: 20:00 — tối nay, ngày 13/09
> 📍 Hình thức: Online qua Zoom
> 
> Join Zoom Meeting
> [link:zoom.us]
> 
> Meeting ID: [ID]
> Passcode: [PASSCODE]

   💻 Quy định khi vào Zoom

Thời gian: Vui lòng vào sớm 10 phút (19:50) để ổn định kỹ thuật.


📝 CÚ PHÁP ĐẶT TÊN CHUẨN:

**Mã nhóm — Mã đội — Họ và tên **

💡 Ví dụ cụ thể:

> Nếu bạn là [HV] , thuộc mã team 001, thuộc mã nhóm G01
>  ➡️ Bạn đặt tên là: G01 — T001 — [HV]g trường hợp buổi các buổi đầu tiên chưa có mã nhóm / team các bạn có thể dùng : **TÊN - 5 chữ số cuối mssv**

Đây là quy định bắt buộc, các bạn vui lòng tuân thủ để không gặp vấn đề phát sinh khi tính điểm danh chuyên cần


🆘  ĐẶC BIỆT LƯU Ý : CẦN ĐĂNG NHẬP VÀO ZOOM BẰNG EMAIL ĐÃ  DÙNG ĐỂ ĐĂNG NHẬP TRÊN https://phoenix.note.transformerlabs.ai/

Các bạn lưu ý lịch để tham gia nhé

[@role]",logistics;academic;mixed,False
M08376,K4-L3-4,channel_11,D6243,False,message,2026-09-13 08:55,,False,0,1,.,uncertain,False
M80655,K4-L3-4,channel_11,D5251,False,message,2026-09-13 09:05,,False,0,191,"[@user] Cho mình hỏi là: Email cá nhân nhận lịch mã số 02, sau đó nhận thêm mã số 03. Còn email outlook thì ngược lại nhận lịch mã số 03, sau đó nhận mã số 02. Vậy mình nên học theo lịch nào?",logistics,True
M74089,K4-L3-4,channel_10,D4291,False,message,2026-09-13 09:07,,True,0,102,[@BOT] Với tư cách là 1 học viên khóa 4. Tài khoản zoom phải đặt tên như thế nào khi tham gia workshop,greeting,False
M58070,K4-L3-4,channel_10,D6667,False,message,2026-09-13 09:09,,True,0,51,[@BOT]  làm thế nào để tôi biết là tôi đã điểm danh,logistics,False
M25142,K4-L3-4,channel_10,D7936,False,message,2026-09-13 09:10,,True,0,105,[@BOT]  mình tự check điểm bonus trên lớp của mình như thế nào ? và điểm đó thì có tác dụng như thế nào ?,logistics_personal;logistics,True
M78232,K4-L3-4,channel_10,D6667,False,message,2026-09-13 09:10,,True,0,43,điểm danh thường ngày ở google forms [@BOT],logistics,False
M58634,K4-L3-4,channel_11,D8312,False,reply,2026-09-13 09:12,M80655,False,0,30,Bạn dùng lịch có chữ UPDATED á,logistics,False
M92004,K4-L3-4,channel_11,D5251,False,reply,2026-09-13 09:14,M58634,False,0,116,"lịch outlook có chữ updated nhưng ngày 10/9, lịch trong gmail ko có nhưng gửi ngày 11/9, vậy thì theo lịch nào vậy ạ",logistics,False
M96715,K4-L3-4,channel_10,D1962,False,message,2026-09-13 09:24,,True,0,33,[@BOT] lệnh xem list đề tài là gì,uncertain,False
M42370,K4-L3-4,channel_10,D7936,False,message,2026-09-13 09:41,,True,0,47,[@BOT] dung topic pick ở đâu và xài như thế nào,logistics,False
M71150,K4-L3-4,channel_10,D7936,False,message,2026-09-13 09:42,,True,0,12,[@BOT]  cả 2,uncertain,False
M00815,K4-L3-4,channel_11,D7688,False,reply,2026-09-13 10:07,M92004,False,0,21,theo updated nhé [HV],uncertain,False
M85755,K4-L3-4,channel_10,D4567,False,message,2026-09-13 10:11,,True,0,86,[@BOT] sang phase build các thành viên trong nhóm khác lớp có được về cùng 1 lớp không,logistics,False
M27034,K4-L3-4,channel_11,D9703,False,message,2026-09-13 10:19,,False,1,177,e đăng nhập vào zoom để tối nay workshop mà cứ báo như này thì tối e đăng nhập bằng mail cá nhân rồi đổi tên theo quy định được không ạ? hay có cách nào để khắc phục lỗi này k ạ,academic,True
M66739,K4-L3-4,channel_11,D3694,False,reply,2026-09-13 10:24,M27034,False,0,60,Vào bằng mail cá nhân nhé không dùng mail của trương đâu nha,uncertain,False
M84839,K4-L3-4,channel_11,D3694,False,message,2026-09-13 10:24,,False,0,51,mai cá nhân các bạn dùng để nhận mail của trường ấy,uncertain,False
M96872,K4-L3-4,channel_10,D8542,False,message,2026-09-13 10:30,,True,0,131,"[@BOT] hiện nay chương trình 20k, khóa 4 có vận hành một dạng repo ""common law"" tổng hợp các reminder, tips & tricks, FAQ nào không",uncertain,False
M86278,K4-L3-4,channel_10,D8542,False,message,2026-09-13 10:34,,True,0,13,[@BOT] cả hai,uncertain,False
M92442,K4-L3-4,channel_10,D8542,False,message,2026-09-13 10:34,,True,0,213,"[@BOT] computation limit của bạn là bao nhiêu, bạn là một chatbot cho tất cả mọi người, mỗi người cũng có chatbot riêng. Vậy thì bạn nghiêng về option hỏi trợ lí kute, hay để mỗi người tự dùng chatbot của riêng họ",uncertain,False
M05936,K4-L3-4,channel_10,D3108,False,message,2026-09-13 11:14,,True,0,48,[@BOT] kiểm tra mình đã điểm danh hay chưa ở đâu,logistics,False
M96792,K4-L3-4,channel_10,D3108,False,message,2026-09-13 11:14,,True,0,48,[@BOT] kiểm tra buổi học hàng ngày sáng chiều ấy,uncertain,False
M12561,K4-L3-4,channel_10,D6243,False,message,2026-09-13 11:51,,True,0,55,"[@BOT] daily standup , mentor duty, giải thích chi tiết",logistics;academic;mixed,False
M29651,K4-L3-4,channel_10,D6243,False,message,2026-09-13 11:51,,True,0,22,[@BOT] giải thích cả 2,academic,False
M15979,K4-L3-4,channel_10,D6243,False,message,2026-09-13 11:54,,True,0,41,[@BOT] demo daily stand up và mentor duty,uncertain,False
M46713,K4-L3-4,channel_10,D6243,False,message,2026-09-13 11:55,,True,0,70,"[@BOT] tìm hiểu về cách thực hiện của cả 2, nộp lên là nộp nội dung gì",uncertain,False
M19479,K4-L3-4,channel_11,D2403,False,reply,2026-09-13 12:13,M36687,False,0,15,em ké câu hỏi ạ,uncertain,False
M22362,K4-L3-4,channel_11,D7688,False,reply,2026-09-13 12:23,M19479,False,0,61,"k nhá [HV] ơi, [HV] xem bài các tiện ích học viên trên fb nhé",uncertain,False
M97511,K4-L3-4,channel_11,D2403,False,reply,2026-09-13 12:26,M22362,False,0,127,em thấy trước có bạn nào đăng bài gr fb có thông tin là thành lập clb là xin phép với bên trường là thông tin chính xác không ạ,uncertain,False
M45329,K4-L3-4,channel_11,D7688,False,reply,2026-09-13 12:31,M97511,False,0,38,"k nha, có btc rep ở dưới bài đó rùi nè",uncertain,False
M03823,K4-L3-4,channel_10,D5437,False,message,2026-09-13 13:35,,True,0,31,[@BOT] đặt tên zoom như thế nào,uncertain,False
M59124,K4-L3-4,channel_10,D9374,False,message,2026-09-13 13:58,,True,0,50,[@BOT] Tôi có thể theo dõi điểm lab của mình ở đâu,logistics_personal;logistics;academic;mixed,False
M05641,K4-L3-4,channel_10,D9374,False,reply,2026-09-13 13:59,M03496,True,0,27,điểm lab đã nộp trên vlearn,academic,False
M00931,K4-L3-4,channel_10,D9656,False,message,2026-09-13 14:09,,False,0,1,.,uncertain,False
M91580,K4-L3-4,channel_10,D4146,False,message,2026-09-13 14:39,,False,0,34,[#channel] Xem điểm cộng ở đâu vậy,logistics,False
M86786,K4-L3-4,channel_10,D4146,False,message,2026-09-13 14:40,,True,0,43,[@BOT] Xem điểm cộng của bản thân ở đâu vậy,logistics,False
M97148,K4-L3-4,channel_10,D4844,False,message,2026-09-13 14:50,,True,0,90,[@BOT] build phase tôi có thể vừa sài github và vừa sài gitlab được không hay only github?,academic,True
M35288,K4-L3-4,channel_10,D4844,False,message,2026-09-13 14:51,,True,0,54,nếu tôi dùng cả 2 trong build phase được không? [@BOT],uncertain,True
M35552,K4-L3-4,channel_10,D4844,False,message,2026-09-13 14:57,,True,0,88,à tôi push cả 2 lên cả gitlab và github thì có vi phạm nguyên tắc của btc không ? [@BOT],academic,True
M00404,K4-L3-4,channel_11,D5508,False,reply,2026-09-13 15:26,M19479,False,0,73,được tập gym và bơi thoải mái mà ở trường khác chứ ko phải ở VinUni =)))),uncertain,False
M95844,K4-L3-4,channel_10,D1407,False,message,2026-09-13 15:33,,True,0,33,"[@BOT] giải thích các phase 1,2,3",academic,False
M28257,K4-L3-4,channel_10,D1407,False,message,2026-09-13 15:34,,True,0,15,[@BOT] cả 3 nhé,uncertain,False
M85253,K4-L3-4,channel_11,D2403,False,reply,2026-09-13 15:38,M00404,False,0,63,trong khu ocp 1 hay quanh khu có phòng gym nào ngon giá ok ko a,greeting,False
M72446,K4-L3-4,channel_11,D9454,False,reply,2026-09-13 16:07,M85253,False,0,130,"trong đây chủ yếu đóng theo năm thôi bạn, theo vài tháng thì loanh quanh 1tr/tháng, bạn cần biết chi tiết hơn thì ntin riêng mình.",greeting,False
M19498,K4-L3-4,channel_10,D5242,False,message,2026-09-13 16:53,,True,0,93,[@BOT]  về lập team hai lớp có khó khăn ở hoạt động build phase không khi team 2 lớp 3b và 3a,logistics,False
M36640,K4-L3-4,channel_10,D5242,False,message,2026-09-13 17:11,,True,0,56,[@BOT]  nếu rời nhóm thì repo liên kết vói tôi sẽ ra sao,logistics,False
M53663,K4-L3-4,channel_10,D5242,False,message,2026-09-13 17:11,,True,0,61,[@BOT] Quyền truy cập của bạn vào repo đó sẽ thay đổi ra sao?,uncertain,True
M85508,K4-L3-4,channel_10,D1848,False,message,2026-09-13 17:20,,True,0,33,[@BOT]  tối nay có lịch gì không?,logistics,True
M16742,K4-L3-4,channel_10,D1848,False,message,2026-09-13 17:22,,True,0,31,[@BOT] lịch trình tham gia zoom,logistics,False
M26168,K4-L3-4,channel_10,D4607,False,message,2026-09-13 18:41,,True,0,80,[@BOT] Làm sao để tôi sửa được lỗi không có quyền truy cập khi vào phoenix agent,academic,False
M32861,K4-L3-4,channel_11,D5284,False,message,2026-09-13 19:10,,False,0,80,"Về cách đặt tên buổi Workshop, ngoài mã đội và tên thì còn mã nhóm là gì vậy mn?",logistics,True
M55110,K4-L3-4,channel_11,D5508,False,reply,2026-09-13 19:13,M32861,False,0,38,Khi được phân cho mentor sẽ có mã nhóm,logistics,False
M19701,K4-L3-4,channel_10,D7732,False,message,2026-09-13 19:28,,True,0,70,[@BOT]  sao tôi không thấy tôi thuộc G bao nhiêu mà chỉ thấy mỗi T-116,uncertain,False
M57197,K4-L3-4,channel_10,D1631,False,message,2026-09-13 19:53,,False,0,65,"tôi đã lập đội ở trên phoenix, tôi muốn tìm mã đội, thì tìm ở đâu",logistics,False
M88243,K4-L3-4,channel_10,D1631,False,message,2026-09-13 19:53,,True,0,72,"[@BOT] tôi đã lập đội ở trên phoenix, tôi muốn tìm mã đội, thì tìm ở đâu",logistics,False
M81645,K4-L3-4,channel_10,D1631,False,message,2026-09-13 19:54,,True,0,26,[@BOT] cụ thể là tìm ở đâu,logistics,False
M26493,K4-L3-4,channel_10,D1631,False,message,2026-09-13 19:55,,False,0,21,trên nền tảng phoenix,uncertain,False
M65250,K4-L3-4,channel_10,D1631,False,message,2026-09-13 19:55,,True,0,28,[@BOT] trên nền tảng phoenix,uncertain,False
M06365,K4-L3-4,channel_10,D1631,False,message,2026-09-13 19:56,,True,0,48,"[@BOT] tìm mã đội, mã nhóm trên nền tảng phoenix",logistics,False
